churn,age,deposits,withdrawal,purchases_partners,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,ios_user,android_user,registered_phones,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred,housing_O,housing_R,payment_type_Bi-Weekly,payment_type_Monthly,payment_type_Semi-Monthly,payment_type_Weekly
0,33,0,0,0,0,235,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2.2,0,0,0,1,0,0,0
0,25,1,0,39,0,98,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1.33,0,0,1,0,0,0,1
0,40,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1,22,0,0,0,0,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,28,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,45,2,0,16,0,20,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0.17,0,0,1,0,0,0,1
0,32,0,0,78,0,121,0,0,20,1,0,0,1,0,0,0,0,0,0,0,1.43,1,0,1,0,1,0,0
1,33,0,0,86,0,104,0,0,6,1,1,1,0,2,0,0,0,0,0,0,0.53,0,0,1,0,0,0,0
0,33,1,1,63,0,117,0,0,17,1,0,0,1,0,0,0,0,0,1,0,1.23,0,0,0,1,0,0,0
1,31,0,0,0,0,103,0,0,5,1,1,0,1,2,0,0,0,0,0,0,1.5,0,0,0,1,0,0,0
0,22,0,0,141,0,268,0,0,21,1,0,0,1,0,0,0,0,0,0,0,2.13,0,0,1,0,0,0,1
0,38,4,0,11,0,18,0,0,12,1,1,0,1,0,0,0,0,0,0,0,0.75,1,0,1,0,0,0,0
1,20,0,0,16,0,35,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0.68,1,0,0,1,0,0,0
0,29,17,0,31,0,59,0,0,7,1,1,0,1,0,0,0,0,0,0,1,0.63,1,0,0,1,0,0,0
0,38,20,0,41,0,119,0,0,17,1,0,1,0,2,0,0,0,0,0,0,0.9,0,0,0,0,0,0,1
0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,37,9,0,18,0,51,0,0,6,1,1,1,0,0,0,0,0,0,1,0,0.53,1,0,0,1,0,0,0
0,28,0,0,7,0,7,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0.22,0,0,0,0,0,1,0
0,27,0,0,0,0,4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,32,0,0,91,0,229,0,0,10,1,0,0,1,0,0,0,0,0,0,0,2.07,0,0,0,0,0,1,0
1,24,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0
1,35,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.03,0,0,0,1,0,0,0
0,37,0,0,0,0,189,0,0,27,1,0,0,1,0,0,0,0,0,0,0,2.07,0,0,0,1,0,0,0
0,22,0,0,19,0,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.63,0,0,0,1,0,0,0
1,27,0,0,0,0,66,0,0,9,1,0,0,1,3,0,0,0,0,0,0,1.13,0,0,0,0,0,1,0
0,44,0,0,43,0,134,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0.9,0,0,1,0,1,0,0
0,23,7,1,59,0,128,0,0,20,1,1,0,1,0,0,0,0,0,0,0,1.1,1,0,1,1,0,0,0
0,23,43,0,50,0,181,0,0,17,1,0,0,1,0,0,0,0,0,0,0,1.93,1,0,0,1,0,0,0
1,27,0,0,0,0,172,0,0,5,1,1,1,1,3,0,0,0,0,0,0,2.03,0,0,0,0,0,1,0
1,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,26,4,1,34,0,66,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0.6,0,0,1,1,0,0,0
0,30,0,0,66,0,189,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1.77,0,0,1,1,0,0,0
1,25,11,3,77,0,192,0,0,9,1,1,0,1,4,0,0,0,0,1,0,1.6,0,1,0,1,0,0,0
0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,38,1,0,39,0,160,0,0,20,1,1,0,1,0,0,0,0,0,1,0,1.43,0,0,0,1,0,0,0
0,26,0,0,0,0,25,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.37,0,0,0,1,0,0,0
0,22,1,1,68,0,154,0,0,18,1,1,0,1,0,0,1,0,0,0,0,1.57,1,0,0,1,0,0,0
1,22,0,0,0,1,36,0,0,3,1,1,1,0,0,0,0,1,0,0,0,2.11,0,0,1,0,0,0,1
1,33,0,0,0,0,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1
1,38,1,1,22,0,49,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0.8,0,0,1,1,0,0,0
1,39,2,1,174,0,156,0,0,30,1,1,1,0,0,0,0,0,0,0,0,0.53,0,1,0,0,0,0,1
0,36,0,0,0,1,146,0,0,36,1,1,1,0,0,0,0,0,0,1,1,1.73,1,0,1,1,0,0,0
0,34,1,0,1,0,6,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0.09,0,0,0,1,0,0,0
0,33,0,0,33,0,89,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0.95,0,0,1,1,0,0,0
0,34,0,0,5,0,11,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,0,0,0,0,23,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0.13,0,0,1,0,0,0,0
0,27,0,0,0,0,118,0,0,9,1,1,0,1,0,0,0,0,0,1,0,1.63,0,0,1,0,0,0,0
0,25,10,1,25,0,42,0,0,9,1,0,1,0,0,0,0,0,0,1,0,0.5,0,0,1,1,0,0,0
0,29,0,0,0,0,198,0,0,6,1,0,0,1,2,0,0,0,0,0,0,1.7,1,0,1,1,0,0,0
1,36,0,0,0,0,143,0,0,10,1,1,0,1,0,0,0,0,0,0,0,1.8,0,0,0,0,0,1,0
1,33,17,0,91,0,231,0,0,18,1,1,0,1,0,0,0,0,0,0,0,1.9,1,0,1,1,0,0,0
0,20,0,0,3,0,11,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,1
0,30,56,0,119,0,305,0,0,29,1,1,1,0,0,0,0,0,0,1,0,2.23,1,0,1,1,0,0,0
0,23,0,0,1,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.05,0,0,1,1,0,0,0
0,26,1,0,96,0,211,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1.9,0,0,0,1,0,0,0
1,35,1,0,87,0,215,0,0,8,1,1,1,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,1
0,24,8,0,26,0,37,0,0,2,1,0,0,1,2,0,0,0,0,1,0,0.67,1,0,0,1,0,0,0
0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,41,0,0,2,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
1,25,0,0,0,1,83,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0.73,0,0,1,0,0,0,1
0,24,0,0,7,0,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.31,1,0,0,1,0,0,0
1,42,1,0,0,0,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.4,1,0,0,0,0,1,0
1,41,3,1,25,0,181,0,0,17,1,1,1,0,0,0,0,0,0,0,0,1.43,1,0,0,0,0,0,1
0,25,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,1
1,32,0,0,12,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.13,1,0,0,1,0,0,0
1,21,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,2,0,11,0,10,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0.24,0,1,0,0,0,0,0
1,49,3,1,28,0,30,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0
1,28,0,0,32,0,80,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0.63,0,0,1,1,0,0,0
1,26,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,1
0,26,0,0,63,0,201,0,0,5,1,1,0,1,0,0,0,0,0,1,0,1.53,0,0,1,1,0,0,0
0,26,0,0,58,0,147,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1.13,0,0,0,1,0,0,0
1,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,35,2,0,80,0,217,0,0,10,1,1,0,1,0,0,0,0,1,0,0,1.53,0,0,0,0,0,0,0
1,27,0,0,27,0,75,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.6,0,0,1,1,0,0,0
1,22,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,39,0,0,7,0,139,0,0,22,1,1,0,1,0,0,0,0,0,0,0,1.03,1,0,0,1,0,0,0
0,24,29,0,99,0,216,0,0,10,1,0,0,1,0,0,0,0,0,0,0,1.63,0,0,1,1,0,0,0
0,32,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
0,23,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.03,0,0,0,1,0,0,0
0,36,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,25,0,0,83,0,163,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1.3,0,0,1,1,0,0,0
1,25,1,0,11,0,9,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0,34,54,1,55,0,186,0,0,44,1,1,0,1,0,0,0,0,0,0,0,2.27,1,0,0,1,0,0,0
0,38,1,0,103,0,211,0,0,28,1,1,1,0,2,0,0,0,0,0,0,1.47,0,0,1,0,0,0,1
1,24,3,0,9,0,109,0,0,14,1,1,0,1,0,0,0,0,0,0,0,1.1,1,0,1,0,1,0,0
0,25,1,0,79,0,154,0,0,9,1,0,1,0,3,0,0,0,0,0,0,1.53,1,0,1,0,0,0,0
0,24,0,0,8,0,18,0,0,7,1,0,0,1,0,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0
1,26,0,0,0,0,248,0,0,19,1,1,1,0,2,0,0,0,0,0,0,2.13,1,0,1,0,0,0,1
0,28,0,0,7,0,15,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.5,0,0,1,0,0,1,0
0,25,2,0,131,0,284,0,0,18,1,0,0,1,0,0,0,0,0,1,0,2.17,1,0,1,1,0,0,0
1,33,0,0,9,0,157,0,0,2,1,0,0,1,2,0,0,0,0,0,0,1.97,0,0,0,1,0,0,0
1,44,0,0,0,0,223,0,0,11,1,1,1,0,0,0,0,0,0,0,0,1.83,0,0,1,0,0,1,0
1,55,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,35,0,0,2,0,3,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,26,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,44,0,0,118,0,165,0,0,12,1,0,1,0,0,0,0,0,0,1,0,1.33,0,1,0,0,0,0,1
0,28,41,2,75,0,265,0,0,14,1,0,0,1,0,0,0,0,0,0,0,1.97,1,0,1,1,0,0,0
1,24,0,0,14,0,33,0,0,9,1,1,0,1,0,0,0,0,0,0,0,0.1,1,0,1,0,0,0,1
0,32,60,0,76,0,323,0,0,10,1,1,0,1,2,0,0,0,0,0,0,2.23,1,0,1,0,0,0,0
1,29,0,0,6,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.27,0,0,1,0,1,0,0
1,23,0,0,28,0,100,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0.83,1,0,1,1,0,0,0
1,38,28,9,48,0,168,0,0,19,1,1,1,0,0,0,0,0,0,0,0,1.5,1,0,1,1,0,0,0
1,22,0,0,35,0,90,0,0,7,1,1,1,1,2,0,0,0,0,0,0,0.63,0,0,1,0,0,0,0
0,49,34,7,50,0,201,0,0,31,1,1,1,0,0,0,0,0,0,0,0,0.97,0,0,0,1,0,0,0
1,29,38,0,61,0,199,0,0,5,1,1,0,1,0,0,0,0,0,1,0,0.77,1,0,1,0,0,1,0
0,40,10,0,93,0,233,0,0,14,1,1,1,0,0,0,0,0,0,0,0,1.63,1,0,0,0,0,1,0
1,24,0,0,11,0,34,0,0,2,1,1,0,1,2,0,0,0,0,1,0,0.3,1,0,0,1,0,0,0
1,20,1,0,43,0,95,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1.1,1,0,0,0,0,0,1
0,40,3,1,10,0,12,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0.6,0,0,1,1,0,0,0
0,25,0,0,45,0,233,0,0,4,1,0,0,1,2,0,0,0,0,1,0,1.9,0,0,1,1,0,0,0
0,20,11,1,115,0,248,0,0,29,1,0,0,1,0,0,0,0,0,0,0,2.1,0,0,1,0,0,1,0
0,21,0,0,30,0,36,0,0,1,1,1,0,1,2,0,0,0,0,1,0,0.6,1,0,0,0,0,0,1
0,38,2,1,54,0,129,0,0,7,1,0,0,1,2,0,0,0,0,0,0,1.23,0,0,0,1,0,0,0
0,26,2,0,34,0,59,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0.93,0,1,0,0,1,0,0
1,28,0,0,81,0,163,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0.73,1,0,1,0,0,0,0
1,60,0,0,0,0,39,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0.77,0,0,0,0,1,0,0
0,28,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.03,1,0,0,0,0,1,0
0,21,0,0,54,0,96,0,0,2,1,1,0,1,2,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0
0,24,0,0,0,0,233,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1.7,0,0,0,0,0,1,0
1,24,0,0,0,0,206,0,0,10,1,1,1,1,2,0,0,0,0,0,1,2.13,0,0,0,1,0,0,0
1,36,0,0,15,0,24,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,1
0,33,53,2,95,0,264,0,0,12,1,1,1,0,0,0,0,0,0,0,0,1.97,1,1,0,0,0,0,0
1,26,0,0,15,0,25,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0.13,0,0,0,0,0,0,1
1,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,27,1,1,92,0,205,0,0,6,1,1,1,1,2,0,0,0,0,0,0,1.63,0,0,1,0,0,0,1
0,32,8,0,17,0,24,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0.57,0,0,1,0,1,0,0
1,36,0,0,0,1,83,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0.73,1,0,1,1,0,0,0
1,28,0,0,1,0,4,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,30,1,0,81,0,200,0,0,17,1,1,0,1,2,0,0,0,0,0,0,1.37,0,0,1,1,0,0,0
0,45,0,0,0,0,265,0,0,12,1,1,0,1,0,0,0,1,0,0,0,2.07,0,0,0,1,0,0,0
1,24,0,0,0,0,15,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0.93,0,0,0,1,0,0,0
0,27,3,0,137,0,233,0,0,10,1,1,0,1,0,0,0,0,0,0,0,1.73,0,0,0,0,0,0,1
1,25,2,0,0,0,48,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1
0,28,0,0,0,0,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,19,0,0,3,0,120,0,0,10,1,1,0,1,0,0,0,0,0,0,0,1.43,0,0,1,1,0,0,0
0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,29,4,2,92,0,258,0,0,6,1,0,1,0,0,0,0,0,0,0,0,2.07,1,0,1,1,0,0,0
0,18,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,31,5,0,0,0,25,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0.5,0,0,1,1,0,0,0
0,35,1,0,12,0,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.27,0,0,1,1,0,0,0
0,26,0,0,32,0,102,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,35,8,1,39,0,95,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0.63,0,0,0,1,0,0,0
0,29,0,0,14,0,40,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0.3,0,0,0,1,0,0,0
0,47,1,0,16,0,44,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.37,1,0,0,0,0,0,0
1,33,0,0,0,0,22,0,0,1,1,1,0,1,2,0,0,0,1,0,0,0.27,0,0,0,0,0,0,0
0,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,25,0,0,34,0,57,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0.7,0,0,1,1,0,0,0
1,23,0,0,0,0,157,1,0,11,1,0,0,1,0,0,0,0,0,0,0,1.93,0,0,0,1,0,0,0
0,37,25,1,178,0,303,0,0,69,1,1,1,0,0,0,0,0,0,0,0,2.23,0,0,1,0,0,0,0
1,24,0,0,0,0,16,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.53,1,0,1,0,0,0,1
0,45,7,0,10,0,26,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0.44,1,0,0,1,0,0,0
1,36,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,22,0,0,0,1,175,1,2,17,1,0,0,1,0,0,0,0,0,0,0,2.07,1,0,1,1,0,0,0
0,23,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,1,0,6,0,5,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0
1,24,0,0,0,0,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.23,0,0,0,1,0,0,0
0,20,6,2,25,0,46,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.73,0,0,0,1,0,0,0
0,34,0,0,9,0,30,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0.71,0,0,1,1,0,0,0
0,36,0,0,0,0,37,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0.7,0,0,0,1,0,0,0
0,28,0,0,0,1,263,0,0,38,1,0,1,1,2,0,0,0,0,0,0,2.27,0,0,1,0,0,0,1
0,18,0,0,47,0,69,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,1
0,30,0,0,5,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.07,0,0,1,0,0,0,1
0,21,0,0,232,0,282,0,0,23,1,1,0,1,0,0,0,0,0,0,0,2.2,1,0,1,0,0,1,0
0,53,20,1,41,0,260,0,0,27,1,1,1,0,0,0,0,0,0,0,0,1.93,1,0,1,1,0,0,0
0,27,0,0,42,0,96,0,0,4,1,0,0,1,2,0,0,0,0,0,0,0.83,1,0,1,0,0,0,0
0,20,2,0,18,0,16,0,0,3,1,0,0,1,2,0,0,0,0,1,0,0.27,0,0,0,0,0,0,1
1,21,0,0,21,0,56,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0.5,0,0,1,0,1,0,0
0,24,9,2,37,0,100,0,0,14,1,0,0,1,2,0,0,1,0,0,0,0.9,1,0,1,1,0,0,0
0,39,0,0,0,0,145,0,0,14,1,1,0,1,0,0,0,0,0,0,0,1.7,0,0,1,1,0,0,0
1,27,0,0,0,0,91,0,0,9,1,1,0,1,0,0,0,0,0,0,0,1.23,0,0,1,0,1,0,0
0,45,0,0,74,0,169,0,0,10,1,1,1,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,1,0
0,22,1,0,51,0,186,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1.6,0,1,0,1,0,0,0
0,47,4,2,18,0,26,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0.6,1,0,0,0,0,0,0
1,21,1,0,42,0,78,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0.9,0,0,1,1,0,0,0
0,37,0,0,28,0,70,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0.63,1,1,0,1,0,0,0
1,25,0,0,0,0,46,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.73,1,0,0,0,0,0,1
0,27,41,3,53,0,184,0,0,8,1,1,0,1,2,0,0,0,0,0,0,1.1,1,0,1,1,0,0,0
1,23,6,1,281,0,285,0,0,15,1,1,0,1,0,0,0,0,0,0,0,1.13,1,0,1,0,0,0,0
0,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,26,6,1,36,0,59,0,0,11,1,1,0,1,0,0,0,0,0,1,0,0.63,1,0,1,0,1,0,0
1,68,0,0,0,1,32,0,0,10,1,1,0,1,2,0,0,0,0,0,0,0.57,0,0,0,0,1,0,0
1,32,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
0,31,50,1,54,0,228,0,0,28,1,1,0,1,0,0,0,0,0,0,0,1.93,0,0,1,1,0,0,0
1,35,0,0,3,0,4,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.07,0,0,0,0,0,1,0
0,29,4,0,215,0,295,0,0,82,1,0,0,1,0,0,0,0,0,0,0,1.97,1,0,1,0,0,0,0
1,39,1,0,42,0,93,0,0,15,1,1,0,1,4,0,0,0,0,1,0,0.6,1,0,0,0,0,0,1
1,24,0,0,40,0,98,0,0,9,1,0,0,1,2,0,0,0,0,1,0,1.17,1,0,1,0,0,0,1
1,48,1,0,138,0,245,0,0,17,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,43,0,0,102,0,252,0,0,27,1,1,0,1,0,0,0,0,0,1,0,1.9,0,0,0,0,1,0,0
0,37,8,0,83,0,240,0,0,8,1,1,1,0,0,0,0,1,0,1,0,1.2,0,0,1,0,0,0,1
0,31,0,0,0,0,5,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.07,0,0,0,0,0,0,1
0,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,21,0,0,11,0,16,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0
1,34,6,3,12,0,127,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0.7,1,0,1,0,1,0,0
0,30,1,0,34,0,78,0,0,5,1,1,1,0,2,0,0,0,0,0,0,0.88,0,0,1,0,0,0,1
0,32,0,0,68,0,134,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1.2,1,1,0,0,1,0,0
0,61,0,0,62,0,131,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0
1,37,0,0,4,0,5,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.2,0,0,0,1,0,0,0
0,28,1,1,90,0,246,0,0,10,1,0,1,0,0,0,0,0,0,0,0,1.8,1,0,1,0,0,0,1
0,20,0,0,37,0,89,0,0,15,1,1,0,1,3,0,0,0,0,0,0,0.27,0,0,0,1,0,0,0
1,22,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.03,0,0,0,1,0,0,0
1,25,0,0,0,0,109,0,0,7,1,1,1,0,0,0,0,0,0,0,0,1.1,0,0,1,0,0,0,1
1,21,0,0,0,0,96,0,0,12,1,0,0,1,0,0,0,0,0,0,0,1.7,0,0,1,1,0,0,0
0,58,34,2,51,0,112,0,0,26,1,1,0,1,2,0,0,0,0,1,0,0.47,1,0,1,1,0,0,0
1,23,5,1,38,0,164,0,0,11,1,1,0,1,0,0,0,0,0,1,0,0.9,1,0,1,1,0,0,0
0,38,42,1,59,0,159,0,0,13,1,1,0,1,0,0,0,0,0,0,0,1.27,0,1,0,1,0,0,0
1,52,0,0,0,6,237,2,0,49,1,1,1,0,0,0,0,0,0,0,0,2.1,0,0,0,1,0,0,0
1,24,0,0,0,0,129,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
1,54,0,0,0,0,143,0,0,31,1,1,0,1,2,0,0,0,0,0,0,1.93,0,0,0,0,0,0,1
0,39,0,0,0,0,245,0,0,6,1,0,0,1,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0
1,29,11,2,23,0,59,0,0,6,1,1,1,0,0,0,0,0,0,1,0,0.43,0,0,0,1,0,0,0
1,38,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,1
0,26,3,3,17,0,11,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0.33,0,0,0,1,0,0,0
0,28,0,0,0,0,185,1,0,28,1,1,0,1,3,0,0,0,0,0,0,2.1,0,1,0,1,0,0,0
1,44,0,0,0,0,173,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2.17,0,0,0,1,0,0,0
0,29,2,1,21,0,36,0,0,11,1,1,1,0,0,0,0,0,0,0,0,0.89,0,0,1,0,0,0,0
0,25,25,1,43,0,86,0,0,12,1,1,0,1,0,0,0,0,0,1,0,0.97,0,0,1,1,0,0,0
1,21,5,2,23,0,42,0,0,7,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,1
0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,5,0,19,0,58,0,0,16,1,1,0,1,0,0,0,0,0,0,0,0.92,1,1,0,1,0,0,0
1,41,0,0,0,0,122,0,0,14,1,1,1,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0
1,36,0,0,0,0,19,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.13,0,0,1,1,0,0,0
0,60,7,2,44,0,101,0,0,40,1,1,1,0,0,0,0,0,0,0,0,0.73,1,0,0,0,0,0,1
0,33,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.03,0,0,0,0,0,1,0
0,36,0,0,40,0,167,0,0,8,1,0,0,1,0,0,0,0,0,1,0,1.9,1,1,0,1,0,0,0
1,31,0,0,0,0,16,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
